fshstate,YEAR,WAVE,SMP_WEEK,INT_ID,INT_DATE,INT_TIME,REP_ID,REP_NUM,STATUS,RESULT,HMS,HMS_cat,SELLFISH,BT_TRIPS,RF_TRIPS,LPTRIPS,SUB_REG,ST,TRIP_ST,TRIPCNTY,INTSITE,MARIN,TRIPDATE,TRIP_DAY,TRIP_NUM,T_OF_DAY,TIME_DEP,TIME,HRSF,MULTIDAY,DYCNT,MODE_F,AREA,AREA_X,DIST,MILES,TOURN,TNAME,TCODE,O_TNAME,TEMP,DEPTH,CREWF,PEOPLE,RODRE,GEAR,OGEAR,WGEAR,LNCNT,METHOD1,METHOD2,BAITA,BAITB,BAITC,OBAIT,O_OBAIT,TARGET1,TARGET2,THIST,BTSIZ,TUTYP,BLTYP,SKTYP,FOLPS,O_FOLPS,TARGT,STUNA1,STUNA2,STUNA3,STUNA4,STUNA5,STUNA6,CTUNA1,CTUNA2,CTUNA3,CTUNA4,CATCH1,CATCH2,CATCH3,CATCH4,CATCH5,CSHAR1,CSHAR2,CSHAR3,CSHAR4,KSSBT,ASSBT,DSSBT,KSBTU,ASBTU,DSBTU,KLSBT,ALSBT,DLSBT,KSMBT,ASMBT,DSMBT,KLMBT,ALMBT,DLMBT,KGBTU,AGBTU,DGBTU,KETUN,AETUN,DETUN,KMARL,AMARL,DMARL,KBSHA,ABSHA,DBSHA,KDSHA,ADSHA,DDSHA,KSSHA,ASSHA,DSSHA,KMSHA,AMSHA,DMSHA,KLALO,LAT,LONG,FISHG,GNACT,O_GNACT,GNADE,O_GNADE,GNAMA,O_GNAMA,GNAMD,O_GNAMD,GNAME,O_GNAME,GNANH,O_GNANH,GNANJ,O_GNANJ,GNANY,O_GNANY,GNARI,O_GNARI,GNAVA,O_GNAVA,ATTEMPTS,NUM_REPS,file,QTID,LISTD,MAIL,BOATTYPE,ASSN,CNAME,CONF,IS_CAPT,BOATSOLD,NPHON,CONFPPST,NEWDK,FISHT,NUMTRIPS,NOTIF,MCONM,MCONT,MADDR,MCITY,MSTAT,MZIP1,CHMAD,USEFR,SOURCE,TTRIP,STRET,O_DCKO,DCNTY,O_OGEAR,ELCNT,PLANE,SEARC,week,town,otherstop,othersite,othersite_spec,ctuna5,dolphin_kept,dolphin_alive,dolphin_dead,yellowfin_kept,yellowfin_alive,yellowfin_dead,albacore_kept,albacore_alive,albacore_dead,verified,val_id,val_date,errors
,2004,3,22,258,,942,,,1,,,,,,,,4,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000030,1,1,1,652,1,OC,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2004,3,22,211,,1920,,,1,,,,1,,,,4,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000071,1,1,1,652,1,OC,1,,,1,CT,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,2004,3,22,436,,1507,,,1,,,,1,,,,4,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000076,1,1,1,652,1,OC,1,,,2,NY,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2004,3,22,436,,1901,,,RP,,,,,,,,4,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000077,1,1,2,652,1,OC,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2004,3,22,309,,1423,,,1,,,,2,,0,,4,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000128,1,1,1,652,1,OC,1,,,1,CT,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2004,3,22,436,,1946,,,7,,,,,,,,4,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000138,1,1,2,652,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2004,3,22,436,,1717,,,1,,,,2,,5,0,4,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000140,1,1,2,652,1,OC,1,,,1,CT,1,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2004,3,22,436,,1920,,,1,,,,2,,0,,4,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000165,1,1,1,652,1,OC,1,,,1,CT,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2004,3,22,211,,1950,,,1,,,,2,,2,0,4,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000194,1,1,2,652,1,OC,1,,,1,CT,1,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2004,3,22,436,,1928,,,1,,,,2,,0,,4,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000213,1,1,2,652,1,OC,1,,,1,CT,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2004,3,22,309,,1715,,,1,,,,1,,,,4,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000228,1,1,1,652,1,OC,1,,,1,CT,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2004,3,22,258,,907,,,1,,,,2,,0,,4,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000237,1,1,1,652,1,OC,1,,,1,CT,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2004,3,22,345,,1622,,,1,,,,2,,0,,4,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000255,1,1,1,652,1,OC,1,,,1,CT,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2004,3,22,258,,929,,,7,,,,,,,,4,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000275,1,1,2,652,1,OC,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2004,3,22,436,,1552,,,1,,,,2,,0,,4,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000280,1,1,2,652,1,OC,1,,,1,CT,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2004,3,22,309,,1607,,,7,,,,,,,,4,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000284,1,1,2,652,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2004,3,22,309,,1901,,,1,,,,2,,0,,4,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000286,1,1,2,652,1,OC,1,,,1,CT,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2004,3,22,258,,1044,,,1,,,,2,,0,,4,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000295,1,1,2,652,1,OC,1,,,1,CT,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2004,3,22,345,,1627,,,1,,,,2,,0,,4,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000319,1,1,2,652,1,OC,1,,,1,CT,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2004,3,22,436,,1608,,,7,,,,,,,,4,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000332,1,1,2,652,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
